,areacode_m,areaname_m,garea_large.areacode_l,garea_large.areaname_l,pref.pref_code,pref.pref_name
954,AREAM5445,さつま・薩摩川内・姶良,AREAL5406,霧島・薩摩川内・姶良,PREF46,鹿児島県
955,AREAM5406,霧島・湧水,AREAL5406,霧島・薩摩川内・姶良,PREF46,鹿児島県
956,AREAM5407,阿久根・出水・伊佐,AREAL5407,阿久根・出水・伊佐,PREF46,鹿児島県
957,AREAM5408,志布志・曽於・大崎,AREAL5408,志布志・曽於・大崎,PREF46,鹿児島県
958,AREAM5412,鹿屋・垂水,AREAL5401,鹿屋・垂水・肝付,PREF46,鹿児島県
959,AREAM5413,肝付・錦江・南大隅,AREAL5401,鹿屋・垂水・肝付,PREF46,鹿児島県
960,AREAM5422,種子島,AREAL5402,種子島・屋久島,PREF46,鹿児島県
961,AREAM5430,屋久島,AREAL5402,種子島・屋久島,PREF46,鹿児島県
962,AREAM5432,奄美大島,AREAL5403,奄美大島・徳之島・与論,PREF46,鹿児島県
963,AREAM5409,徳之島・沖永良部・与論,AREAL5403,奄美大島・徳之島・与論,PREF46,鹿児島県
964,AREAM8102,那覇,AREAL8100,那覇,PREF47,沖縄県
965,AREAM8406,国頭・大宜味,AREAL8400,名護・本島北部,PREF47,沖縄県
966,AREAM8402,名護・宜野座,AREAL8400,名護・本島北部,PREF47,沖縄県
967,AREAM8404,本部・今帰仁,AREAL8400,名護・本島北部,PREF47,沖縄県
968,AREAM8408,伊江島・伊是名・伊平屋,AREAL8400,名護・本島北部,PREF47,沖縄県
969,AREAM8302,恩納村・読谷・北谷,AREAL8200,恩納・北谷・本島中部,PREF47,沖縄県
970,AREAM8352,沖縄市・うるま市,AREAL8200,恩納・北谷・本島中部,PREF47,沖縄県
971,AREAM8202,宜野湾・北中城・中城,AREAL8200,恩納・北谷・本島中部,PREF47,沖縄県
972,AREAM8603,浦添,AREAL8200,恩納・北谷・本島中部,PREF47,沖縄県
973,AREAM8156,南風原・南城市・八重瀬,AREAL8150,糸満・本島南部,PREF47,沖縄県
974,AREAM8152,糸満・豊見城,AREAL8150,糸満・本島南部,PREF47,沖縄県
975,AREAM8552,石垣島・西表島・与那国島,AREAL8450,沖縄離島,PREF47,沖縄県
976,AREAM8502,宮古島・伊良部島・多良間島,AREAL8450,沖縄離島,PREF47,沖縄県
977,AREAM8454,久米島・慶良間諸島,AREAL8450,沖縄離島,PREF47,沖縄県
978,AREAM8602,大東島,AREAL8450,沖縄離島,PREF47,沖縄県
