,areacode_s,areaname_s,garea_large.areacode_l,garea_large.areaname_l,garea_middle.areacode_m,garea_middle.areaname_m,pref.pref_code,pref.pref_name
718,AREAS4765,大月・上野原・都留,AREAL4755,大月・上野原・都留,AREAM4765,大月・上野原・都留,PREF19,山梨県
719,AREAS4752,富士吉田・山中湖,AREAL4750,河口湖・富士吉田・山中湖,AREAM4752,河口湖・富士吉田・山中湖,PREF19,山梨県
720,AREAS4753,富士河口湖・鳴沢,AREAL4750,河口湖・富士吉田・山中湖,AREAM4752,河口湖・富士吉田・山中湖,PREF19,山梨県
721,AREAS4809,熱海,AREAL4800,熱海・伊豆・下田,AREAM4808,熱海,PREF22,静岡県
722,AREAS4808,函南,AREAL4800,熱海・伊豆・下田,AREAM4807,函南,PREF22,静岡県
723,AREAS4803,伊豆の国,AREAL4800,熱海・伊豆・下田,AREAM4858,伊豆の国,PREF22,静岡県
724,AREAS4857,修善寺,AREAL4800,熱海・伊豆・下田,AREAM4857,修善寺,PREF22,静岡県
725,AREAS4804,伊豆,AREAL4800,熱海・伊豆・下田,AREAM4856,伊豆,PREF22,静岡県
726,AREAS4802,伊東,AREAL4800,熱海・伊豆・下田,AREAM4802,伊東,PREF22,静岡県
727,AREAS4806,下田・東伊豆,AREAL4800,熱海・伊豆・下田,AREAM4806,下田・東伊豆,PREF22,静岡県
728,AREAS4807,西伊豆・南伊豆,AREAL4800,熱海・伊豆・下田,AREAM4859,西伊豆・南伊豆,PREF22,静岡県
729,AREAS4813,三島,AREAL4812,三島・沼津・御殿場,AREAM4812,三島,PREF22,静岡県
730,AREAS4816,沼津駅周辺,AREAL4812,三島・沼津・御殿場,AREAM4816,沼津,PREF22,静岡県
731,AREAS4858,その他沼津,AREAL4812,三島・沼津・御殿場,AREAM4816,沼津,PREF22,静岡県
732,AREAS4814,裾野,AREAL4812,三島・沼津・御殿場,AREAM4861,裾野,PREF22,静岡県
733,AREAS4812,御殿場,AREAL4812,三島・沼津・御殿場,AREAM4860,御殿場,PREF22,静岡県
734,AREAS4819,富士市,AREAL4842,富士市・富士宮,AREAM4818,富士市,PREF22,静岡県
735,AREAS4818,富士宮,AREAL4842,富士市・富士宮,AREAM4862,富士宮,PREF22,静岡県
736,AREAS4859,両替町・紺屋町・呉服町,AREAL4822,静岡・清水,AREAM4826,静岡,PREF22,静岡県
737,AREAS4826,新静岡駅・伝馬町・御幸町,AREAL4822,静岡・清水,AREAM4826,静岡,PREF22,静岡県
738,AREAS4860,静岡駅南,AREAL4822,静岡・清水,AREAM4826,静岡,PREF22,静岡県
739,AREAS4861,葵区・駿河区,AREAL4822,静岡・清水,AREAM4826,静岡,PREF22,静岡県
740,AREAS4827,清水駅周辺,AREAL4822,静岡・清水,AREAM4827,清水,PREF22,静岡県
741,AREAS4863,その他清水,AREAL4822,静岡・清水,AREAM4827,清水,PREF22,静岡県
742,AREAS4822,藤枝,AREAL4851,島田・藤枝・焼津,AREAM4822,藤枝,PREF22,静岡県
743,AREAS4823,焼津,AREAL4851,島田・藤枝・焼津,AREAM4863,焼津,PREF22,静岡県
744,AREAS4865,牧之原・吉田,AREAL4851,島田・藤枝・焼津,AREAM4871,牧之原・吉田,PREF22,静岡県
745,AREAS4824,島田,AREAL4851,島田・藤枝・焼津,AREAM4864,島田,PREF22,静岡県
746,AREAS4866,川根本町,AREAL4851,島田・藤枝・焼津,AREAM4872,川根本町,PREF22,静岡県
747,AREAS4864,御前崎,AREAL4852,磐田・袋井・掛川,AREAM4870,御前崎,PREF22,静岡県
748,AREAS4833,菊川,AREAL4852,磐田・袋井・掛川,AREAM4865,菊川,PREF22,静岡県
749,AREAS4832,掛川,AREAL4852,磐田・袋井・掛川,AREAM4832,掛川,PREF22,静岡県
750,AREAS4834,袋井,AREAL4852,磐田・袋井・掛川,AREAM4866,袋井,PREF22,静岡県
751,AREAS4835,磐田,AREAL4852,磐田・袋井・掛川,AREAM4867,磐田,PREF22,静岡県
752,AREAS4867,森町,AREAL4852,磐田・袋井・掛川,AREAM4873,森町,PREF22,静岡県
753,AREAS3103,茶屋町・中崎町,AREAL3102,梅田・北新地,AREAM3824,茶屋町・中崎町,PREF27,大阪府
754,AREAS3162,東心斎橋・心斎橋筋,AREAL3162,心斎橋,AREAM3162,心斎橋,PREF27,大阪府
755,AREAS3164,アメリカ村・四ツ橋,AREAL3162,心斎橋,AREAM3162,心斎橋,PREF27,大阪府
756,AREAS3166,南船場,AREAL3162,心斎橋,AREAM3162,心斎橋,PREF27,大阪府
757,AREAS3168,新町,AREAL3162,心斎橋,AREAM3162,心斎橋,PREF27,大阪府
758,AREAS3170,堀江,AREAL3162,心斎橋,AREAM3162,心斎橋,PREF27,大阪府
759,AREAS3182,淀屋橋,AREAL3182,淀屋橋・本町・北浜,AREAM3182,淀屋橋,PREF27,大阪府
760,AREAS3184,北浜,AREAL3182,淀屋橋・本町・北浜,AREAM3184,北浜,PREF27,大阪府
761,AREAS3186,肥後橋,AREAL3182,淀屋橋・本町・北浜,AREAM3186,肥後橋,PREF27,大阪府
762,AREAS3188,本町・堺筋本町,AREAL3182,淀屋橋・本町・北浜,AREAM3188,本町・堺筋本町,PREF27,大阪府
763,AREAS3190,阿波座・京町堀,AREAL3182,淀屋橋・本町・北浜,AREAM3190,阿波座・京町堀,PREF27,大阪府
764,AREAS3306,守口,AREAL3305,京阪エリア,AREAM3306,守口,PREF27,大阪府
765,AREAS3307,枚方・交野,AREAL3305,京阪エリア,AREAM3307,枚方・交野,PREF27,大阪府
766,AREAS3308,大東・四條畷,AREAL3305,京阪エリア,AREAM3308,大東・四條畷,PREF27,大阪府
767,AREAS3309,八尾,AREAL3306,東大阪・八尾,AREAM3309,八尾,PREF27,大阪府
768,AREAS3312,堺,AREAL3310,堺・なかもず,AREAM3312,堺,PREF27,大阪府
769,AREAS3313,なかもず・深井・北野田,AREAL3310,堺・なかもず,AREAM3313,なかもず・深井・北野田,PREF27,大阪府
770,AREAS3414,四条烏丸・烏丸御池,AREAL3414,烏丸・大宮,AREAM3414,四条烏丸・烏丸御池,PREF26,京都府
771,AREAS3416,西院,AREAL3413,西院・桂・長岡京,AREAM3416,西院,PREF26,京都府
772,AREAS3432,桂・西京極,AREAL3413,西院・桂・長岡京,AREAM3432,桂・西京極,PREF26,京都府
773,AREAS3434,嵐山,AREAL3432,嵐山・嵯峨野,AREAM3434,嵐山,PREF26,京都府
774,AREAS3440,山科,AREAL3442,伏見・山科・宇治,AREAM3848,山科,PREF26,京都府
775,AREAS3442,伏見・醍醐,AREAL3442,伏見・山科・宇治,AREAM3442,伏見・醍醐,PREF26,京都府
776,AREAS3462,向日・長岡京,AREAL3413,西院・桂・長岡京,AREAM3462,向日・長岡京,PREF26,京都府
777,AREAS3464,八幡・京田辺,AREAL3442,伏見・山科・宇治,AREAM3464,八幡・京田辺,PREF26,京都府
778,AREAS3481,舞鶴・宮津・京丹後,AREAL3438,大原・京都北部,AREAM3481,舞鶴・宮津・京丹後,PREF26,京都府
779,AREAS3482,福知山・綾部,AREAL3438,大原・京都北部,AREAM3482,福知山・綾部,PREF26,京都府
780,AREAS3483,亀岡,AREAL3438,大原・京都北部,AREAM3483,亀岡,PREF26,京都府
781,AREAS3611,大和高田,AREAL3605,大和高田・橿原,AREAM3611,大和高田,PREF29,奈良県
782,AREAS3612,橿原,AREAL3605,大和高田・橿原,AREAM3612,橿原,PREF29,奈良県
783,AREAS3704,栗東,AREAL3700,草津・栗東,AREAM3704,栗東,PREF25,滋賀県
784,AREAS3709,野洲,AREAL3704,守山・野洲,AREAM3709,野洲,PREF25,滋賀県
785,AREAS3712,草津・南草津,AREAL3700,草津・栗東,AREAM3712,草津・南草津,PREF25,滋賀県
786,AREAS3713,守山,AREAL3704,守山・野洲,AREAM3866,守山,PREF25,滋賀県
787,AREAS3826,門真,AREAL3305,京阪エリア,AREAM3840,門真,PREF27,大阪府
788,AREAS3827,寝屋川,AREAL3305,京阪エリア,AREAM3841,寝屋川,PREF27,大阪府
789,AREAS3828,東大阪,AREAL3306,東大阪・八尾,AREAM3842,東大阪,PREF27,大阪府
790,AREAS3829,四条大宮,AREAL3414,烏丸・大宮,AREAM3843,四条大宮,PREF26,京都府
791,AREAS3831,嵯峨野・太秦,AREAL3432,嵐山・嵯峨野,AREAM3845,嵯峨野・太秦,PREF26,京都府
792,AREAS3832,宇治,AREAL3442,伏見・山科・宇治,AREAM3847,宇治,PREF26,京都府
793,AREAS3102,梅田・大阪駅,AREAL3102,梅田・北新地,AREAM3102,梅田・大阪駅,PREF27,大阪府
794,AREAS3438,大原・鞍馬・貴船,AREAL3438,大原・京都北部,AREAM3438,大原・鞍馬・貴船,PREF26,京都府
795,AREAS3108,北新地,AREAL3102,梅田・北新地,AREAM3108,北新地,PREF27,大阪府
796,AREAS3110,西梅田,AREAL3102,梅田・北新地,AREAM3826,西梅田,PREF27,大阪府
797,AREAS3112,東通り・堂山,AREAL3102,梅田・北新地,AREAM3112,東通り・堂山,PREF27,大阪府
798,AREAS3114,東梅田・お初天神,AREAL3102,梅田・北新地,AREAM3113,東梅田・お初天神・太融寺,PREF27,大阪府
799,AREAS3116,兎我野町・太融寺,AREAL3102,梅田・北新地,AREAM3113,東梅田・お初天神・太融寺,PREF27,大阪府
800,AREAS3118,（大阪）福島・野田・中之島,AREAL3102,梅田・北新地,AREAM3118,（大阪）福島・野田・中之島,PREF27,大阪府
801,AREAS3142,道頓堀・宗右衛門町,AREAL3142,難波・道頓堀,AREAM3144,なんば（難波）,PREF27,大阪府
802,AREAS3144,難波駅周辺,AREAL3142,難波・道頓堀,AREAM3144,なんば（難波）,PREF27,大阪府
803,AREAS3148,千日前・法善寺横丁,AREAL3142,難波・道頓堀,AREAM3144,なんば（難波）,PREF27,大阪府
804,AREAS3150,（大阪）日本橋,AREAL3142,難波・道頓堀,AREAM3150,（大阪）日本橋,PREF27,大阪府
805,AREAS3146,芦原・今宮,AREAL3142,難波・道頓堀,AREAM3146,芦原・今宮,PREF27,大阪府
806,AREAS3208,西天満,AREAL3206,天満・天神橋筋・南森町,AREAM3208,西天満,PREF27,大阪府
807,AREAS3210,南森町,AREAL3206,天満・天神橋筋・南森町,AREAM3830,南森町,PREF27,大阪府
808,AREAS3206,天満・天神橋筋,AREAL3206,天満・天神橋筋・南森町,AREAM3206,天満・天神橋筋,PREF27,大阪府
809,AREAS3204,天満橋,AREAL3208,天満橋・谷町四丁目,AREAM3204,天満橋,PREF27,大阪府
810,AREAS3202,谷町・谷町四丁目,AREAL3208,天満橋・谷町四丁目,AREAM3202,谷町・谷町四丁目,PREF27,大阪府
811,AREAS3222,鶴橋,AREAL3223,鶴橋・上本町,AREAM3222,鶴橋,PREF27,大阪府
812,AREAS3212,上本町,AREAL3223,鶴橋・上本町,AREAM3831,上本町,PREF27,大阪府
813,AREAS3224,（大阪）京橋,AREAL3222,京橋・OBP,AREAM3224,（大阪）京橋,PREF27,大阪府
814,AREAS3326,鶴見・都島,AREAL3222,京橋・OBP,AREAM3326,鶴見・都島,PREF27,大阪府
815,AREAS3242,九条,AREAL3242,ユニバーサルシティ・大阪南港・九条,AREAM3242,九条,PREF27,大阪府
816,AREAS3246,天保山・弁天町・USJ,AREAL3242,ユニバーサルシティ・大阪南港・九条,AREAM3246,天保山・弁天町・USJ,PREF27,大阪府
817,AREAS3244,大阪南港,AREAL3242,ユニバーサルシティ・大阪南港・九条,AREAM3244,大阪南港,PREF27,大阪府
818,AREAS3248,大正・住之江,AREAL3242,ユニバーサルシティ・大阪南港・九条,AREAM3248,大正・住之江,PREF27,大阪府
819,AREAS3264,天王寺・阿倍野,AREAL3264,天王寺・新世界・住吉,AREAM3264,天王寺・阿倍野,PREF27,大阪府
820,AREAS3262,新世界,AREAL3264,天王寺・新世界・住吉,AREAM3262,新世界,PREF27,大阪府
821,AREAS3270,天下茶屋・西成,AREAL3264,天王寺・新世界・住吉,AREAM3270,天下茶屋・西成,PREF27,大阪府
822,AREAS3266,住吉,AREAL3264,天王寺・新世界・住吉,AREAM3266,住吉,PREF27,大阪府
823,AREAS3268,生野・平野,AREAL3264,天王寺・新世界・住吉,AREAM3268,生野・平野,PREF27,大阪府
824,AREAS3282,新大阪駅,AREAL3282,新大阪・西中島・十三,AREAM3282,新大阪駅,PREF27,大阪府
825,AREAS3288,西中島南方,AREAL3282,新大阪・西中島・十三,AREAM3288,西中島南方,PREF27,大阪府
826,AREAS3284,十三・淀川,AREAL3282,新大阪・西中島・十三,AREAM3284,十三・淀川,PREF27,大阪府
827,AREAS3286,上新庄・東淀川,AREAL3282,新大阪・西中島・十三,AREAM3286,上新庄・東淀川,PREF27,大阪府
828,AREAS3300,千里中央,AREAL3302,江坂・千里中央・豊中,AREAM3834,千里中央,PREF27,大阪府
829,AREAS3302,豊中,AREAL3302,江坂・千里中央・豊中,AREAM3835,豊中,PREF27,大阪府
830,AREAS3324,池田・阪急石橋,AREAL3302,江坂・千里中央・豊中,AREAM3864,池田・阪急石橋,PREF27,大阪府
831,AREAS3316,箕面・能勢,AREAL3302,江坂・千里中央・豊中,AREAM3836,箕面・能勢,PREF27,大阪府
832,AREAS3322,江坂,AREAL3302,江坂・千里中央・豊中,AREAM3302,江坂,PREF27,大阪府
833,AREAS3318,吹田,AREAL3302,江坂・千里中央・豊中,AREAM3322,吹田・摂津,PREF27,大阪府
834,AREAS3328,摂津,AREAL3302,江坂・千里中央・豊中,AREAM3322,吹田・摂津,PREF27,大阪府
835,AREAS3320,茨木,AREAL3304,茨木・高槻,AREAM3304,茨木,PREF27,大阪府
836,AREAS3304,高槻,AREAL3304,茨木・高槻,AREAM3839,高槻,PREF27,大阪府
837,AREAS3310,松原・藤井寺・河内長野,AREAL3308,松原・藤井寺・河内長野,AREAM3310,松原・藤井寺・河内長野,PREF27,大阪府
838,AREAS3314,岸和田・和泉・泉佐野,AREAL3314,岸和田・和泉・泉佐野,AREAM3314,岸和田・和泉・泉佐野,PREF27,大阪府
839,AREAS3402,四条河原町周辺・寺町,AREAL3402,河原町・木屋町・先斗町,AREAM3402,四条河原町周辺・寺町,PREF26,京都府
840,AREAS3418,木屋町・先斗町,AREAL3402,河原町・木屋町・先斗町,AREAM3418,木屋町・先斗町,PREF26,京都府
841,AREAS3413,二条城,AREAL3412,京都御所・西陣・二条城,AREAM3413,二条城,PREF26,京都府
842,AREAS3830,京都御所・西陣,AREAL3412,京都御所・西陣・二条城,AREAM3844,京都御所・西陣,PREF26,京都府
843,AREAS3404,京都駅,AREAL3404,京都駅・南区,AREAM3404,京都駅,PREF26,京都府
844,AREAS3406,七条・丹波口,AREAL3404,京都駅・南区,AREAM3406,七条・丹波口,PREF26,京都府
845,AREAS3408,東寺・東福寺,AREAL3404,京都駅・南区,AREAM3408,東寺・東福寺,PREF26,京都府
846,AREAS3410,吉祥院・鳥羽,AREAL3404,京都駅・南区,AREAM3410,吉祥院・鳥羽,PREF26,京都府
847,AREAS3422,祇園,AREAL3422,祇園・岡崎・清水寺,AREAM3422,祇園,PREF26,京都府
848,AREAS3423,円山公園・高台寺・清水寺,AREAL3422,祇園・岡崎・清水寺,AREAM3423,円山公園・高台寺・清水寺,PREF26,京都府
849,AREAS3424,岡崎・平安神宮・南禅寺,AREAL3422,祇園・岡崎・清水寺,AREAM3424,岡崎・平安神宮・南禅寺,PREF26,京都府
850,AREAS3436,銀閣寺・北白川・出町柳,AREAL3436,金閣寺・北山・銀閣寺,AREAM3436,銀閣寺・北白川・出町柳,PREF26,京都府
851,AREAS3444,上賀茂・北山（京都）,AREAL3436,金閣寺・北山・銀閣寺,AREAM3444,上賀茂・北山（京都）,PREF26,京都府
852,AREAS3446,金閣寺・衣笠,AREAL3436,金閣寺・北山・銀閣寺,AREAM3446,金閣寺・衣笠,PREF26,京都府
853,AREAS3502,三宮駅海手,AREAL3502,三宮・元町,AREAM3502,三宮,PREF28,兵庫県
854,AREAS3504,三宮駅山手,AREAL3502,三宮・元町,AREAM3502,三宮,PREF28,兵庫県
855,AREAS3506,新神戸・北野・異人館,AREAL3502,三宮・元町,AREAM3506,新神戸・北野・異人館,PREF28,兵庫県
856,AREAS3508,神戸元町・トアロード,AREAL3502,三宮・元町,AREAM3508,神戸元町・トアロード,PREF28,兵庫県
857,AREAS3510,南京町・旧居留地,AREAL3502,三宮・元町,AREAM3849,南京町・旧居留地,PREF28,兵庫県
858,AREAS3512,神戸山手,AREAL3512,神戸,AREAM3850,神戸,PREF28,兵庫県
859,AREAS3514,神戸・新開地,AREAL3512,神戸,AREAM3850,神戸,PREF28,兵庫県
860,AREAS3516,兵庫,AREAL3512,神戸,AREAM3850,神戸,PREF28,兵庫県
861,AREAS3522,長田,AREAL3512,神戸,AREAM3850,神戸,PREF28,兵庫県
862,AREAS3530,六甲,AREAL3518,灘・東灘,AREAM3851,六甲,PREF28,兵庫県
863,AREAS3536,王子・灘,AREAL3518,灘・東灘,AREAM3518,王子・灘,PREF28,兵庫県
864,AREAS3518,住吉,AREAL3518,灘・東灘,AREAM3520,住吉,PREF28,兵庫県
865,AREAS3532,御影,AREAL3518,灘・東灘,AREAM3852,御影,PREF28,兵庫県
866,AREAS3520,岡本・本山,AREAL3518,灘・東灘,AREAM3853,岡本・本山,PREF28,兵庫県
867,AREAS3524,須磨,AREAL3524,須磨・垂水・舞子,AREAM3524,須磨,PREF28,兵庫県
868,AREAS3525,垂水,AREAL3524,須磨・垂水・舞子,AREAM3525,垂水,PREF28,兵庫県
869,AREAS3578,神戸市北区・有馬温泉,AREAL3578,神戸市北区・有馬・三田,AREAM3578,神戸市北区・有馬温泉,PREF28,兵庫県
870,AREAS3576,三田,AREAL3578,神戸市北区・有馬・三田,AREAM3576,三田,PREF28,兵庫県
871,AREAS3542,ハーバーランド,AREAL3542,神戸ベイエリア,AREAM3854,ハーバーランド,PREF28,兵庫県
872,AREAS3546,メリケンパーク,AREAL3542,神戸ベイエリア,AREAM3542,メリケンパーク,PREF28,兵庫県
873,AREAS3544,ポートアイランド,AREAL3542,神戸ベイエリア,AREAM3544,ポートアイランド,PREF28,兵庫県
874,AREAS3833,六甲アイランド,AREAL3542,神戸ベイエリア,AREAM3865,六甲アイランド,PREF28,兵庫県
875,AREAS3570,西宮,AREAL3570,西宮・芦屋,AREAM3570,西宮,PREF28,兵庫県
876,AREAS3574,芦屋,AREAL3570,西宮・芦屋,AREAM3574,芦屋,PREF28,兵庫県
877,AREAS3572,夙川,AREAL3570,西宮・芦屋,AREAM3572,夙川,PREF28,兵庫県
878,AREAS3568,甲子園,AREAL3570,西宮・芦屋,AREAM3568,甲子園,PREF28,兵庫県
879,AREAS3566,尼崎,AREAL3562,尼崎・伊丹・宝塚,AREAM3566,尼崎,PREF28,兵庫県
880,AREAS3562,宝塚,AREAL3562,尼崎・伊丹・宝塚,AREAM3562,宝塚,PREF28,兵庫県
881,AREAS3834,伊丹,AREAL3562,尼崎・伊丹・宝塚,AREAM3855,伊丹,PREF28,兵庫県
882,AREAS3564,川西,AREAL3562,尼崎・伊丹・宝塚,AREAM3564,川西,PREF28,兵庫県
883,AREAS3582,加古川,AREAL3582,姫路・加古川,AREAM3582,加古川,PREF28,兵庫県
884,AREAS3835,西脇,AREAL3582,姫路・加古川,AREAM3856,西脇,PREF28,兵庫県
885,AREAS3584,姫路,AREAL3582,姫路・加古川,AREAM3584,姫路,PREF28,兵庫県
886,AREAS3836,赤穂,AREAL3582,姫路・加古川,AREAM3857,赤穂,PREF28,兵庫県
887,AREAS3588,淡路島,AREAL3588,淡路島,AREAM3588,淡路島,PREF28,兵庫県
888,AREAS3587,明石,AREAL3587,明石・神戸市西区,AREAM3587,明石,PREF28,兵庫県
889,AREAS3589,三木・小野,AREAL3587,明石・神戸市西区,AREAM3589,三木・小野,PREF28,兵庫県
890,AREAS3526,神戸市西区,AREAL3587,明石・神戸市西区,AREAM3526,神戸市西区,PREF28,兵庫県
891,AREAS3586,丹波・篠山,AREAL3586,丹波・城崎北部,AREAM3590,丹波・城崎,PREF28,兵庫県
892,AREAS3590,城崎・豊岡・出石,AREAL3586,丹波・城崎北部,AREAM3590,丹波・城崎,PREF28,兵庫県
893,AREAS3591,養父・宍粟,AREAL3586,丹波・城崎北部,AREAM3590,丹波・城崎,PREF28,兵庫県
894,AREAS3602,近鉄奈良駅・奈良駅東口,AREAL3601,奈良市・大和郡山・天理,AREAM3602,奈良市,PREF29,奈良県
895,AREAS3608,新大宮駅・奈良駅西口,AREAL3601,奈良市・大和郡山・天理,AREAM3602,奈良市,PREF29,奈良県
896,AREAS3609,その他奈良市,AREAL3601,奈良市・大和郡山・天理,AREAM3602,奈良市,PREF29,奈良県
897,AREAS3838,大和郡山,AREAL3601,奈良市・大和郡山・天理,AREAM3859,大和郡山,PREF29,奈良県
898,AREAS3607,天理,AREAL3601,奈良市・大和郡山・天理,AREAM3607,天理,PREF29,奈良県
899,AREAS3603,桜井・宇陀,AREAL3603,桜井・宇陀,AREAM3603,桜井・宇陀,PREF29,奈良県
900,AREAS3837,生駒,AREAL3602,生駒,AREAM3858,生駒,PREF29,奈良県
901,AREAS3604,王寺・広陵・香芝,AREAL3604,王寺・広陵・香芝,AREAM3604,王寺・広陵・香芝,PREF29,奈良県
902,AREAS3622,吉野・五條・十津川,AREAL3600,吉野・五條・十津川,AREAM3622,吉野・五條・十津川,PREF29,奈良県
903,AREAS3606,曽爾・川上・下北山,AREAL3606,曽爾・川上・下北山,AREAM3606,曽爾・川上・下北山,PREF29,奈良県
904,AREAS3839,近江八幡,AREAL3703,近江八幡,AREAM3860,近江八幡,PREF25,滋賀県
905,AREAS3841,甲賀・湖南,AREAL3705,甲賀・湖南,AREAM3705,甲賀・湖南,PREF25,滋賀県
906,AREAS3706,東近江・日野,AREAL3706,東近江・日野,AREAM3706,東近江・日野,PREF25,滋賀県
907,AREAS3714,石山・瀬田駅周辺,AREAL3701,大津市,AREAM3702,大津市南部,PREF25,滋賀県
908,AREAS3702,浜大津・大津駅・膳所駅周辺,AREAL3701,大津市,AREAM3702,大津市南部,PREF25,滋賀県
909,AREAS3715,その他大津市南部,AREAL3701,大津市,AREAM3702,大津市南部,PREF25,滋賀県
910,AREAS3711,大津市北部,AREAL3701,大津市,AREAM3711,大津市北部,PREF25,滋賀県
911,AREAS3707,高島,AREAL3707,高島,AREAM3707,高島,PREF25,滋賀県
912,AREAS3722,長浜・米原,AREAL3708,長浜・米原,AREAM3722,長浜・米原,PREF25,滋賀県
913,AREAS3840,彦根・多賀・愛荘,AREAL3702,彦根・多賀・愛荘,AREAM3861,彦根・多賀・愛荘,PREF25,滋賀県
914,AREAS3804,和歌山駅周辺,AREAL3800,和歌山市,AREAM3802,和歌山市,PREF30,和歌山県
915,AREAS3805,和歌山城周辺,AREAL3800,和歌山市,AREAM3802,和歌山市,PREF30,和歌山県
916,AREAS3802,ぶらくり丁商店街周辺,AREAL3800,和歌山市,AREAM3802,和歌山市,PREF30,和歌山県
917,AREAS3803,その他和歌山市,AREAL3800,和歌山市,AREAM3802,和歌山市,PREF30,和歌山県
918,AREAS3814,海南,AREAL3804,海南,AREAM3862,海南,PREF30,和歌山県
919,AREAS3812,岩出・紀の川・橋本,AREAL3803,岩出・紀の川・橋本,AREAM3812,岩出・紀の川・橋本,PREF30,和歌山県
920,AREAS3811,有田・湯浅・みなべ,AREAL3801,有田・湯浅・みなべ,AREAM3811,有田・湯浅・みなべ,PREF30,和歌山県
921,AREAS3822,田辺・白浜・すさみ,AREAL3805,田辺・白浜・すさみ,AREAM3822,田辺・白浜・すさみ,PREF30,和歌山県
922,AREAS3824,新宮・串本,AREAL3802,新宮・串本,AREAM3863,新宮・串本,PREF30,和歌山県
923,AREAS7202,岡山駅東口,AREAL7200,岡山市,AREAM7202,岡山市,PREF33,岡山県
924,AREAS7204,岡山駅西口,AREAL7200,岡山市,AREAM7202,岡山市,PREF33,岡山県
925,AREAS7231,美咲,AREAL7203,津山・美咲,AREAM7231,美咲,PREF33,岡山県
926,AREAS7232,津山,AREAL7203,津山・美咲,AREAM7232,津山,PREF33,岡山県
927,AREAS7305,紙屋町・基町・大手町,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
928,AREAS7310,広島駅南口周辺,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
929,AREAS7317,安佐北区・安佐南区,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
930,AREAS7302,流川・薬研堀,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
931,AREAS7203,表町,AREAL7200,岡山市,AREAM7202,岡山市,PREF33,岡山県
932,AREAS7303,本通・立町,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
933,AREAS7325,並木通り・袋町・中町,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
934,AREAS7205,その他岡山市,AREAL7200,岡山市,AREAM7202,岡山市,PREF33,岡山県
935,AREAS7307,八丁堀・幟町・白島,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
936,AREAS7306,地蔵通り・市役所周辺,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
937,AREAS7309,十日市・本川町・舟入,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
938,AREAS7313,南区・宇品,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
939,AREAS7314,東区・新幹線口,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
940,AREAS7319,安芸区・安芸郡,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
941,AREAS7315,西区・横川,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
942,AREAS7320,佐伯区・五日市,AREAL7300,広島市,AREAM7303,広島市,PREF34,広島県
943,AREAS7326,廿日市市・大竹市,AREAL7315,廿日市市・大竹市・宮島,AREAM7320,廿日市市・大竹市,PREF34,広島県
944,AREAS7312,宮島,AREAL7315,廿日市市・大竹市・宮島,AREAM7312,宮島,PREF34,広島県
945,AREAS7322,西条・東広島,AREAL7322,東広島・呉・竹原,AREAM7322,西条・東広島,PREF34,広島県
946,AREAS7324,竹原,AREAL7322,東広島・呉・竹原,AREAM7433,竹原,PREF34,広島県
947,AREAS7323,呉,AREAL7322,東広島・呉・竹原,AREAM7323,呉,PREF34,広島県
948,AREAS7332,福山・府中,AREAL7332,福山・尾道・三原,AREAM7332,福山・府中,PREF34,広島県
949,AREAS7333,尾道,AREAL7332,福山・尾道・三原,AREAM7333,尾道,PREF34,広島県
950,AREAS7334,三原,AREAL7332,福山・尾道・三原,AREAM7434,三原,PREF34,広島県
951,AREAS7342,庄原・神石,AREAL7342,県北・三次,AREAM7342,庄原・神石,PREF34,広島県
952,AREAS7343,三次・世羅,AREAL7342,県北・三次,AREAM7343,三次・世羅,PREF34,広島県
953,AREAS7344,安芸高田・山県郡,AREAL7342,県北・三次,AREAM7344,安芸高田・山県郡,PREF34,広島県
954,AREAS7212,倉敷駅周辺,AREAL7201,倉敷,AREAM7212,倉敷,PREF33,岡山県
955,AREAS7213,水島,AREAL7201,倉敷,AREAM7212,倉敷,PREF33,岡山県
956,AREAS7214,児島,AREAL7201,倉敷,AREAM7212,倉敷,PREF33,岡山県
957,AREAS7215,美観地区,AREAL7201,倉敷,AREAM7212,倉敷,PREF33,岡山県
958,AREAS7216,その他倉敷,AREAL7201,倉敷,AREAM7212,倉敷,PREF33,岡山県
959,AREAS7222,赤磐・瀬戸内・備前,AREAL7202,赤磐・瀬戸内・備前,AREAM7222,赤磐・瀬戸内・備前,PREF33,岡山県
960,AREAS7242,井原・笠岡・浅口,AREAL7204,井原・笠岡・浅口,AREAM7242,井原・笠岡・浅口,PREF33,岡山県
961,AREAS7252,総社・高梁・吉備中央,AREAL7205,総社・高梁・吉備中央,AREAM7252,総社・高梁・吉備中央,PREF33,岡山県
